timestamp,source,src_ip,dst_ip,protocol,risk_level,risk_score,attack_type,nslkdd_rf,nslkdd_if,cicids_rf,cicids_if,nslkdd_anom_score,cicids_anom_score
2026-03-25 17:12:10,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:10,random,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:11,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:11,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:12,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:12,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:13,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:14,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:15,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:16,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:17,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:18,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:19,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:20,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:22,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:23,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:25,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:27,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:30,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:32,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:33,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:33,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:34,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:34,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:34,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:35,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:35,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:36,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:36,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:37,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:37,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:38,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
2026-03-25 17:12:39,live,,,0,Medium,46.0,Attack — Unclassified,1,1,0,0,-0.5278555477292141,-0.32904210741509976
