timestamp,source,src_ip,dst_ip,protocol,risk_level,risk_score,attack_type,nslkdd_rf,nslkdd_if,cicids_rf,cicids_if,nslkdd_anom_score,cicids_anom_score
2026-03-27 13:22:31,random,,,1,Medium,39.0,Unknown — Possible Zero-Day,0,1,0,0,-0.5312835910655918,-0.32904210741509976
2026-03-27 13:22:31,live,,,1,Medium,39.0,Unknown — Possible Zero-Day,0,1,0,0,-0.5312835910655918,-0.32904210741509976
2026-03-27 13:25:14,live,,,tcp,High,59.1,DoS — SYN Flood,1,1,0,0,-0.6865058517765471,-0.5472321084777979
2026-03-27 13:26:12,live,,,tcp,Medium,46.6,DoS — SYN Flood,0,0,0,1,-0.4821021320484858,-0.6960322534678283
2026-03-27 13:26:54,live,,,tcp,Medium,32.6,Normal,0,0,0,0,-0.46953985701330325,-0.4543851601524867
2026-03-27 13:27:00,live,,,tcp,Medium,47.0,Attack — Unclassified,1,1,0,0,-0.5416544354341248,-0.33211980693649473
2026-03-27 13:27:44,live,,,tcp,High,60.3,DoS — SYN Flood,1,1,0,1,-0.6865058517765471,-0.5487921138227396
2026-03-27 13:36:10,live,,,tcp,High,59.1,DoS — SYN Flood,1,1,0,0,-0.6865058517765471,-0.5476024835147738
2026-03-27 13:59:43,random,,,1,Medium,27.6,Normal,0,0,0,0,-0.4066617000102515,-0.32904210741509976
2026-03-27 13:59:43,live,,,1,Medium,27.6,Normal,0,0,0,0,-0.4066617000102515,-0.32904210741509976
2026-03-27 14:00:39,live,,,icmp,Medium,40.9,Unknown — Possible Zero-Day,0,1,0,0,-0.5500284868038613,-0.3800449494150158
2026-03-27 14:00:53,live,,,tcp,High,60.6,DoS — SYN Flood,1,1,0,1,-0.6865058517765471,-0.5484209341704039
2026-03-27 14:37:18,live,,,tcp,High,58.8,DoS — SYN Flood,1,1,0,0,-0.6865058517765471,-0.5472321084777979
2026-03-27 14:37:56,live,,,tcp,High,60.3,DoS — SYN Flood,1,1,0,1,-0.6865058517765471,-0.5484209341704039
2026-03-27 14:39:49,live,,,tcp,Medium,32.6,Normal,0,0,0,0,-0.46953985701330325,-0.4543851601524867
2026-03-27 14:39:55,live,,,tcp,Medium,47.0,Attack — Unclassified,1,1,0,0,-0.5416544354341248,-0.33211980693649473
2026-03-27 14:40:07,live,,,tcp,Medium,46.6,DoS — SYN Flood,0,0,0,1,-0.4821021320484858,-0.6960322534678283
2026-03-27 14:43:49,live,,,tcp,Medium,32.5,Normal,0,0,0,0,-0.46953985701330325,-0.45001417314275527
2026-03-27 14:43:55,live,,,tcp,Medium,47.0,Attack — Unclassified,1,1,0,0,-0.5416544354341248,-0.33211980693649473
2026-03-27 14:44:54,live,,,tcp,High,58.8,DoS — SYN Flood,1,1,0,0,-0.6865058517765471,-0.5472321084777979
2026-03-27 15:00:37,random,,,1,High,55.9,DoS — SYN Flood (Neptune),1,1,0,0,-0.6735076268394855,-0.32904210741509976
2026-03-27 15:00:38,live,,,1,High,55.9,DoS — SYN Flood (Neptune),1,1,0,0,-0.6735076268394855,-0.32904210741509976
2026-03-27 15:01:30,live,,,tcp,High,60.0,DoS — SYN Flood,1,1,0,1,-0.6865058517765471,-0.5484209341704039
2026-03-27 15:03:08,live,,,tcp,Medium,46.6,DoS — SYN Flood,0,0,0,1,-0.4821021320484858,-0.6960322534678283
2026-03-27 15:05:04,live,,,tcp,Medium,32.3,Normal,0,0,0,0,-0.4417794130415674,-0.44865624584355995
2026-03-27 15:06:52,live,,,tcp,High,62.7,DoS — SYN Flood,1,1,0,1,-0.6865058517765471,-0.5484209341704039
