timestamp,source,src_ip,dst_ip,protocol,risk_level,risk_score,attack_type,nslkdd_rf,nslkdd_if,cicids_rf,cicids_if,nslkdd_anom_score,cicids_anom_score
2026-03-24 13:49:32,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:32,random,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:33,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:34,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:34,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:35,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:35,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:36,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:36,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:37,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:37,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:38,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:38,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:39,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:40,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:40,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:41,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:41,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:42,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:42,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:43,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:43,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:44,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:45,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:46,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:47,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:48,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:49,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:50,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:51,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:51,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:52,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:52,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:53,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:53,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:54,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:54,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:55,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:55,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
2026-03-24 13:49:56,live,,,1,Medium,27.2,Normal,0,0,0,0,-0.4031542354274719,-0.32904210741509976
