duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,2,0.97,0.9,0.0,0.0,0.12,0.13,0.0,238,2,0.11,0.1,0.04,0.0,0.96,0.92,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,7,0.93,0.95,0.0,0.0,0.06,0.1,0.0,224,7,0.11,0.08,0.03,0.0,0.94,1.0,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,8,0.99,0.98,0.0,0.0,0.05,0.12,0.0,244,17,0.13,0.08,0.02,0.0,1.0,0.99,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,1,0.91,0.91,0.0,0.0,0.09,0.05,0.0,230,1,0.06,0.09,0.05,0.0,0.92,0.98,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,4,0.92,0.95,0.0,0.0,0.1,0.11,0.0,238,3,0.08,0.08,0.03,0.0,0.97,0.98,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,15,0.9,0.92,0.0,0.0,0.12,0.13,0.0,230,6,0.14,0.05,0.03,0.0,0.95,0.94,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,12,0.96,0.96,0.0,0.0,0.1,0.11,0.0,208,19,0.15,0.09,0.02,0.0,1.0,1.0,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,4,1.0,0.98,0.0,0.0,0.13,0.07,0.0,236,17,0.06,0.1,0.03,0.0,0.92,0.9,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,2,0.92,0.92,0.0,0.0,0.08,0.13,0.0,229,19,0.12,0.09,0.03,0.0,0.92,0.91,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,8,0.9,0.94,0.0,0.0,0.06,0.09,0.0,220,3,0.12,0.06,0.02,0.0,0.92,0.9,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,8,0.97,0.96,0.0,0.0,0.09,0.09,0.0,246,17,0.12,0.07,0.04,0.0,0.99,0.99,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,20,0.95,0.94,0.0,0.0,0.09,0.11,0.0,217,7,0.1,0.05,0.01,0.0,0.99,0.95,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,6,0.91,1.0,0.0,0.0,0.06,0.05,0.0,250,5,0.12,0.05,0.0,0.0,0.91,0.98,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,7,0.91,0.98,0.0,0.0,0.12,0.06,0.0,221,14,0.14,0.07,0.01,0.0,0.99,0.92,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,2,0.91,0.99,0.0,0.0,0.09,0.11,0.0,230,10,0.05,0.09,0.01,0.0,0.96,0.99,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,7,0.95,0.94,0.0,0.0,0.09,0.12,0.0,218,16,0.07,0.1,0.03,0.0,0.96,0.95,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,17,0.98,0.97,0.0,0.0,0.12,0.06,0.0,227,14,0.06,0.05,0.01,0.0,0.95,0.9,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,13,0.99,0.98,0.0,0.0,0.11,0.13,0.0,205,13,0.13,0.06,0.03,0.0,0.92,0.91,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,8,0.96,0.92,0.0,0.0,0.14,0.13,0.0,211,18,0.13,0.06,0.03,0.0,0.97,0.93,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,2,0.93,0.99,0.0,0.0,0.09,0.08,0.0,232,1,0.14,0.08,0.03,0.0,0.98,0.96,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,2,0.92,0.99,0.0,0.0,0.08,0.12,0.0,202,1,0.14,0.06,0.02,0.0,1.0,0.96,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,16,0.96,0.95,0.0,0.0,0.14,0.06,0.0,228,7,0.1,0.1,0.0,0.0,0.98,0.91,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,13,0.91,0.95,0.0,0.0,0.13,0.11,0.0,203,2,0.05,0.06,0.02,0.0,0.99,0.97,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,12,0.96,0.98,0.0,0.0,0.12,0.13,0.0,248,20,0.1,0.09,0.03,0.0,0.96,0.97,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0.91,0.93,0.0,0.0,0.1,0.13,0.0,216,19,0.1,0.07,0.04,0.0,0.94,0.98,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,6,0.98,0.91,0.0,0.0,0.05,0.05,0.0,231,19,0.1,0.06,0.04,0.0,0.93,0.97,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,4,0.96,0.97,0.0,0.0,0.06,0.12,0.0,239,10,0.08,0.09,0.01,0.0,0.97,0.98,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,13,0.95,0.9,0.0,0.0,0.14,0.1,0.0,252,11,0.12,0.1,0.03,0.0,0.98,0.98,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,3,0.95,0.93,0.0,0.0,0.06,0.11,0.0,230,18,0.06,0.06,0.02,0.0,0.92,0.98,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,17,0.92,1.0,0.0,0.0,0.14,0.07,0.0,222,16,0.1,0.06,0.04,0.0,0.95,0.9,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,19,0.93,0.93,0.0,0.0,0.08,0.11,0.0,245,10,0.06,0.09,0.03,0.0,0.91,0.94,0.0,0.0
